image_path,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_008980.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_008994.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009015.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009030.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009040.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009052.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009068.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009082.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009084.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009088.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009096.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009139.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009153.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009209.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009216.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009221.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009245.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009251.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009252.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009253.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009258.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009295.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009320.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009322.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009323.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009327.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009331.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009346.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009348.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009391.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009392.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009402.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009413.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009419.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009422.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009425.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009435.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009436.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009446.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009458.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009464.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009521.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009527.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009533.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009550.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009554.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009562.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009578.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009579.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009580.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009592.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009594.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009597.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009605.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009607.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009610.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009612.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009618.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009630.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009649.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009653.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009654.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009655.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009665.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009684.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009687.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009691.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009706.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009709.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009724.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009736.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009738.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009750.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009756.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009759.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009764.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009779.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009783.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009788.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009794.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009807.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009817.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009832.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009841.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009889.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009897.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009899.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009901.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009910.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009911.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009923.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009938.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009947.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2007_009950.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000003.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000007.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000009.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000015.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000019.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000021.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000023.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000026.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000027.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000028.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000032.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000033.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000034.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000036.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000037.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000041.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000042.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000043.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000045.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000050.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000051.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000052.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000053.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000054.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000056.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000059.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000060.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000062.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000064.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000066.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000067.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000070.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000073.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000074.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000075.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000076.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000078.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000080.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000082.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000084.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000085.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000089.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000090.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000093.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000095.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000096.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000097.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000099.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000103.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000105.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000107.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000109.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000112.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000115.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000116.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000119.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000120.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000123.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000128.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000131.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000132.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000133.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000134.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\adnan\Downloads\VOCdevkit\VOC2008\JPEGImages\2008_000138.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
